rank_date,country_full,total_points,rank
2010-01-31,Ecuador,1467.3100494577739,45
2010-01-31,Costa Rica,1437.7133795253062,46
2010-01-31,Tunisia,1435.1723675752548,47
2010-01-31,Qatar,1418.6352701419135,48
2010-02-28,Argentina,2102.256875073979,1
2010-02-28,France,2051.192276431918,2
2010-02-28,Spain,2037.2162582951476,3
2010-02-28,England,2033.1692503635202,4
2010-02-28,Brazil,2000.2955326576466,5
2010-02-28,Belgium,1947.9529340175477,6
2010-02-28,Netherlands,1943.7567234117553,7
2010-02-28,Portugal,1932.964380691968,8
2010-02-28,Colombia,1919.1835217351174,9
2010-02-28,Italy,1907.8819278162941,10
2010-02-28,Uruguay,1901.897775314991,11
2010-02-28,Croatia,1894.927311750895,12
2010-02-28,Germany,1884.4088144763073,13
2010-02-28,Morocco,1869.6090458110732,14
2010-02-28,Switzerland,1864.326659794385,15
2010-02-28,United States,1845.6472770172622,16
2010-02-28,Senegal,1838.9955149168682,17
2010-02-28,Japan,1837.1170572609592,18
2010-02-28,Mexico,1816.6258240576146,19
2010-02-28,Iran,1811.04689172307,20
2010-02-28,Denmark,1800.2574129806515,21
2010-02-28,South Korea,1791.369341084091,22
2010-02-28,Australia,1776.7688453422477,23
2010-02-28,Canada,1734.4323565680631,24
2010-02-28,Ivory Coast,1728.1685441299462,25
2010-02-28,New Zealand,1723.9138018902145,26
2010-02-28,Poland,1717.1996852178613,27
2010-02-28,Saudi Arabia,1703.9399767821901,28
2010-02-28,Serbia,1697.9290905053356,29
2010-02-28,Iraq,1681.7094549907254,30
2010-02-28,Algeria,1658.0067530337033,31
2010-02-28,Jamaica,1639.3949932929443,32
2010-02-28,United Arab Emirates,1620.3713055594847,33
2010-02-28,Cameroon,1607.4994779826793,34
2010-02-28,Ukraine,1592.233661705702,35
2010-02-28,Chile,1585.5696611585206,36
2010-02-28,Mali,1582.119988008573,37
2010-02-28,Wales,1581.2162080728249,38
2010-02-28,Panama,1576.3643726280955,39
2010-02-28,Nigeria,1557.2779573240648,40
2010-02-28,Peru,1542.6359209927984,41
2010-02-28,Egypt,1517.021645871208,42
2010-02-28,Sweden,1495.4005265114483,43
2010-02-28,Venezuela,1476.3390256681682,44
2010-02-28,Ecuador,1467.3135269163108,45
2010-02-28,Costa Rica,1439.444147692678,46
2010-02-28,Tunisia,1435.774609927231,47
2010-02-28,Qatar,1419.7655406652589,48
2010-03-31,Argentina,2101.501686118495,1
2010-03-31,France,2051.039988116516,2
2010-03-31,England,2035.8103840798908,3
2010-03-31,Spain,2034.8521785394487,4
2010-03-31,Brazil,1998.9058360023594,5
2010-03-31,Belgium,1946.841094019815,6
2010-03-31,Netherlands,1943.040892878412,7
2010-03-31,Portugal,1935.312548121214,8
2010-03-31,Colombia,1921.0342927435347,9
2010-03-31,Italy,1908.866505955181,10
2010-03-31,Uruguay,1900.3313827677882,11
2010-03-31,Croatia,1899.1858048833183,12
2010-03-31,Germany,1883.617510558037,13
2010-03-31,Morocco,1868.8441410014843,14
2010-03-31,Switzerland,1867.1202694909093,15
2010-03-31,United States,1845.1775267947057,16
2010-03-31,Senegal,1841.8732412585011,17
2010-03-31,Japan,1834.206494940835,18
2010-03-31,Mexico,1818.3577894385644,19
2010-03-31,Iran,1809.7987484563137,20
2010-03-31,Denmark,1801.996515233867,21
2010-03-31,South Korea,1792.3602602920107,22
2010-03-31,Australia,1776.6892405575593,23
2010-03-31,Canada,1738.6365200627904,24
2010-03-31,Ivory Coast,1729.8916774103295,25
2010-03-31,New Zealand,1729.0031351649336,26
2010-03-31,Poland,1717.7207534951267,27
2010-03-31,Saudi Arabia,1704.6330294047343,28
2010-03-31,Serbia,1699.9993744700103,29
2010-03-31,Iraq,1679.8115362921328,30
2010-03-31,Algeria,1657.4384026840924,31
2010-03-31,Jamaica,1639.1196241060288,32
2010-03-31,United Arab Emirates,1622.330107811122,33
2010-03-31,Cameroon,1605.4236348207032,34
2010-03-31,Chile,1587.480438574041,35
2010-03-31,Ukraine,1587.1601239799552,36
2010-03-31,Wales,1581.0864153461155,37
2010-03-31,Mali,1579.9936639003483,38
2010-03-31,Panama,1577.6721956941687,39
2010-03-31,Nigeria,1558.2206773813334,40
2010-03-31,Peru,1541.3628759148562,41
2010-03-31,Egypt,1517.2973953937417,42
2010-03-31,Sweden,1495.0405639991093,43
2010-03-31,Venezuela,1475.767996982327,44
2010-03-31,Ecuador,1465.6676505311557,45
2010-03-31,Costa Rica,1439.043790047062,46
2010-03-31,Tunisia,1435.9559501852714,47
2010-03-31,Qatar,1419.0385788243473,48
2010-04-30,Argentina,2098.6950395402196,1
2010-04-30,France,2051.808258555729,2
2010-04-30,Spain,2037.0179474770225,3
2010-04-30,England,2034.3102328659277,4
2010-04-30,Brazil,1997.3835987594998,5
2010-04-30,Belgium,1947.766122452095,6
2010-04-30,Netherlands,1943.9006013056164,7
2010-04-30,Portugal,1934.7012508258133,8
2010-04-30,Colombia,1922.5748912237773,9
2010-04-30,Italy,1908.3807124500884,10
2010-04-30,Uruguay,1899.816464199829,11
2010-04-30,Croatia,1896.7976406317616,12
2010-04-30,Germany,1882.9184954108869,13
2010-04-30,Morocco,1868.7397857507194,14
2010-04-30,Switzerland,1866.7581560325614,15
2010-04-30,United States,1845.6488797459465,16
2010-04-30,Senegal,1836.5783971774574,17
2010-04-30,Japan,1834.286123216126,18
2010-04-30,Mexico,1817.4163429846585,19
2010-04-30,Iran,1809.0498234003085,20
2010-04-30,Denmark,1804.49481569817,21
2010-04-30,South Korea,1797.4629438089296,22
2010-04-30,Australia,1776.2902538890467,23
2010-04-30,Canada,1742.48529478307,24
2010-04-30,Ivory Coast,1730.044494038556,25
2010-04-30,New Zealand,1728.8619083454712,26
2010-04-30,Poland,1718.2348773297904,27
2010-04-30,Serbia,1703.793722835175,28
2010-04-30,Saudi Arabia,1702.7339786042492,29
2010-04-30,Iraq,1679.1681035258132,30
2010-04-30,Algeria,1659.9073233078175,31
2010-04-30,Jamaica,1636.9045148914356,32
2010-04-30,United Arab Emirates,1625.5658122904324,33
2010-04-30,Cameroon,1604.580512646398,34
2010-04-30,Ukraine,1589.8213085228062,35
2010-04-30,Chile,1586.6409196648387,36
2010-04-30,Mali,1581.958091194935,37
2010-04-30,Wales,1581.9488603921407,38
2010-04-30,Panama,1579.7886524827802,39
2010-04-30,Nigeria,1555.186110769556,40
2010-04-30,Peru,1542.5690693530603,41
2010-04-30,Egypt,1520.2980480845024,42
2010-04-30,Sweden,1492.0538010225428,43
2010-04-30,Venezuela,1477.8425837153254,44
2010-04-30,Ecuador,1466.9417149040924,45
2010-04-30,Costa Rica,1439.8862027741989,46
2010-04-30,Tunisia,1438.2767313418915,47
2010-04-30,Qatar,1416.5369862446587,48
2010-05-31,Argentina,2100.6426300488847,1
2010-05-31,France,2051.408065903916,2
2010-05-31,Spain,2038.9675493207956,3
2010-05-31,England,2031.9399478188377,4
2010-05-31,Brazil,1994.6428656811559,5
2010-05-31,Belgium,1950.499378036809,6
2010-05-31,Netherlands,1942.267829183952,7
2010-05-31,Portugal,1939.2267753477283,8
2010-05-31,Colombia,1921.5746373694078,9
2010-05-31,Italy,1907.4204029927516,10
2010-05-31,Uruguay,1899.2943647164195,11
2010-05-31,Croatia,1894.7253720631113,12
2010-05-31,Germany,1882.1744928933824,13
2010-05-31,Morocco,1869.936672765079,14
2010-05-31,Switzerland,1864.0731480657741,15
2010-05-31,United States,1844.25821881652,16
2010-05-31,Senegal,1836.7201810723273,17
2010-05-31,Japan,1835.9469305602724,18
2010-05-31,Mexico,1816.6965707578431,19
2010-05-31,Iran,1805.588678642759,20
2010-05-31,Denmark,1803.4286081597038,21
2010-05-31,South Korea,1797.9742478971154,22
2010-05-31,Australia,1775.9224619672175,23
2010-05-31,Canada,1740.4048920359005,24
2010-05-31,Ivory Coast,1728.4417580233517,25
2010-05-31,New Zealand,1727.086989840092,26
2010-05-31,Poland,1717.5450089790409,27
2010-05-31,Saudi Arabia,1704.2044371382817,28
2010-05-31,Serbia,1702.211257955527,29
2010-05-31,Iraq,1675.4383393265316,30
2010-05-31,Algeria,1661.6981334830054,31
2010-05-31,Jamaica,1637.941322083846,32
2010-05-31,United Arab Emirates,1622.5298093590893,33
2010-05-31,Cameroon,1605.603754473743,34
2010-05-31,Ukraine,1590.7602261052314,35
2010-05-31,Chile,1587.535992827152,36
2010-05-31,Panama,1582.3468615194026,37
2010-05-31,Mali,1581.5146722012819,38
2010-05-31,Wales,1579.0519985276667,39
2010-05-31,Nigeria,1553.1253105071085,40
2010-05-31,Peru,1544.702260883886,41
2010-05-31,Egypt,1520.7474925974334,42
2010-05-31,Sweden,1494.5679469896952,43
2010-05-31,Venezuela,1482.160451864426,44
2010-05-31,Ecuador,1465.8207701182698,45
2010-05-31,Costa Rica,1438.9224831472934,46
2010-05-31,Tunisia,1438.3736562752254,47
2010-05-31,Qatar,1417.383588449008,48
2010-06-30,Argentina,2097.6403941939143,1
2010-06-30,France,2048.715905307848,2
2010-06-30,Spain,2040.1666471520605,3
2010-06-30,England,2032.4473369663244,4
2010-06-30,Brazil,1994.8281983084792,5
2010-06-30,Belgium,1952.205169297508,6
2010-06-30,Netherlands,1939.6492432798736,7
2010-06-30,Portugal,1938.7239216563232,8
2010-06-30,Colombia,1922.4875935282205,9
2010-06-30,Italy,1906.7350319943182,10
2010-06-30,Uruguay,1899.847617918872,11
2010-06-30,Croatia,1895.8985048150018,12
2010-06-30,Germany,1883.2978763152264,13
2010-06-30,Morocco,1870.8172119325513,14
2010-06-30,Switzerland,1869.2089945915313,15
2010-06-30,United States,1844.4234542769698,16
2010-06-30,Senegal,1837.6656180117368,17
2010-06-30,Japan,1837.3952680251014,18
2010-06-30,Mexico,1816.8191726413515,19
2010-06-30,Denmark,1807.5828424138763,20
2010-06-30,Iran,1807.0108336880796,21
2010-06-30,South Korea,1799.8203416176946,22
2010-06-30,Australia,1775.4495741386063,23
2010-06-30,Canada,1740.4640148704184,24
2010-06-30,Ivory Coast,1726.9562374144055,25
2010-06-30,New Zealand,1724.076656122598,26
2010-06-30,Poland,1717.4648533149302,27
2010-06-30,Saudi Arabia,1702.5591813580288,28
2010-06-30,Serbia,1700.3836486508962,29
2010-06-30,Iraq,1675.27199973295,30
2010-06-30,Algeria,1659.9381028695088,31
2010-06-30,Jamaica,1638.7975348154573,32
2010-06-30,United Arab Emirates,1622.9890216047809,33
2010-06-30,Cameroon,1607.2478088108248,34
2010-06-30,Ukraine,1591.0914598839388,35
2010-06-30,Chile,1587.8912892699518,36
2010-06-30,Mali,1582.1188248023745,37
2010-06-30,Panama,1580.712246337033,38
2010-06-30,Wales,1579.6947192306993,39
2010-06-30,Nigeria,1554.0538661991948,40
2010-06-30,Peru,1542.7068013435094,41
2010-06-30,Egypt,1521.3616578680328,42
2010-06-30,Sweden,1495.2116109273863,43
2010-06-30,Venezuela,1482.143445327318,44
2010-06-30,Ecuador,1467.745811628671,45
2010-06-30,Costa Rica,1441.0672259426183,46
2010-06-30,Tunisia,1434.704585701225,47
2010-06-30,Qatar,1417.432961111841,48
2010-07-31,Argentina,2098.3983395184982,1
2010-07-31,France,2048.2235454448164,2
2010-07-31,Spain,2039.9993259312914,3
2010-07-31,England,2032.4005026550594,4
2010-07-31,Brazil,1996.6855710203813,5
2010-07-31,Belgium,1954.4275928829813,6
2010-07-31,Netherlands,1939.9816379261079,7
2010-07-31,Portugal,1938.1242936143747,8
2010-07-31,Colombia,1919.2816225155452,9
2010-07-31,Italy,1909.2127910204445,10
2010-07-31,Uruguay,1897.3849236227477,11
2010-07-31,Croatia,1894.3618271709354,12
2010-07-31,Germany,1882.5901652112482,13
2010-07-31,Morocco,1871.2096694359911,14
2010-07-31,Switzerland,1869.541040611133,15
2010-07-31,Senegal,1838.665317460203,16
2010-07-31,United States,1838.292958973772,17
2010-07-31,Japan,1835.8504511877697,18
2010-07-31,Mexico,1815.566975360852,19
2010-07-31,Iran,1808.1875372064233,20
2010-07-31,Denmark,1805.3080898450232,21
2010-07-31,South Korea,1797.9280900471783,22
2010-07-31,Australia,1774.9284304188677,23
2010-07-31,Canada,1744.1008646065225,24
2010-07-31,Ivory Coast,1729.3286238761893,25
2010-07-31,New Zealand,1724.705128821182,26
2010-07-31,Poland,1721.366758262229,27
2010-07-31,Saudi Arabia,1701.1067188890877,28
2010-07-31,Serbia,1697.9451955956786,29
2010-07-31,Iraq,1676.3397675594272,30
2010-07-31,Algeria,1658.5045291293295,31
2010-07-31,Jamaica,1637.3435307470254,32
2010-07-31,United Arab Emirates,1624.3503528473323,33
2010-07-31,Cameroon,1607.8494022487428,34
2010-07-31,Ukraine,1587.9188064940563,35
2010-07-31,Chile,1587.6614322170974,36
2010-07-31,Panama,1582.2126786583763,37
2010-07-31,Mali,1580.039965893937,38
2010-07-31,Wales,1578.484503317418,39
2010-07-31,Nigeria,1555.5421341876258,40
2010-07-31,Peru,1542.1279488922507,41
2010-07-31,Egypt,1519.176290274624,42
2010-07-31,Sweden,1493.605640566159,43
2010-07-31,Venezuela,1482.8209038932296,44
2010-07-31,Ecuador,1467.5070797138824,45
2010-07-31,Costa Rica,1438.7179270888967,46
2010-07-31,Tunisia,1431.3907368900568,47
2010-07-31,Qatar,1415.7980140161453,48
2010-08-31,Argentina,2096.743715696812,1
2010-08-31,France,2051.8099438738354,2
2010-08-31,Spain,2039.7116274450523,3
2010-08-31,England,2033.6086990704705,4
2010-08-31,Brazil,1996.9077100751401,5
2010-08-31,Belgium,1955.0559253044744,6
2010-08-31,Portugal,1940.389823703484,7
2010-08-31,Netherlands,1938.0558451164254,8
2010-08-31,Colombia,1921.1726614943757,9
2010-08-31,Italy,1905.3881172016868,10
2010-08-31,Uruguay,1898.6445854537803,11
2010-08-31,Croatia,1895.7896975363126,12
2010-08-31,Germany,1881.9653144937918,13
2010-08-31,Switzerland,1872.0273695726105,14
2010-08-31,Morocco,1871.5262875941633,15
2010-08-31,United States,1839.6287357504061,16
2010-08-31,Senegal,1839.5977948960224,17
2010-08-31,Japan,1834.3467796290302,18
2010-08-31,Mexico,1815.3079204627852,19
2010-08-31,Iran,1807.8636357438038,20
2010-08-31,Denmark,1805.3564636397552,21
2010-08-31,South Korea,1800.463886121896,22
2010-08-31,Australia,1774.8253435431347,23
2010-08-31,Canada,1745.3051416014378,24
2010-08-31,Ivory Coast,1727.2973899155074,25
2010-08-31,New Zealand,1726.1818865129956,26
2010-08-31,Poland,1722.4514350084337,27
2010-08-31,Saudi Arabia,1701.1210667680527,28
2010-08-31,Serbia,1696.2651481946286,29
2010-08-31,Iraq,1675.058627057731,30
2010-08-31,Algeria,1657.2042608540378,31
2010-08-31,Jamaica,1633.8461399435866,32
2010-08-31,United Arab Emirates,1625.61131636438,33
2010-08-31,Cameroon,1608.9154230719635,34
2010-08-31,Ukraine,1590.0054897145149,35
2010-08-31,Chile,1587.990176643186,36
2010-08-31,Panama,1579.7079687565795,37
2010-08-31,Mali,1578.7243283006628,38
2010-08-31,Wales,1578.540599669578,39
2010-08-31,Nigeria,1558.6041159570486,40
2010-08-31,Peru,1539.6302158276467,41
2010-08-31,Egypt,1517.9553199887491,42
2010-08-31,Sweden,1492.432066300026,43
2010-08-31,Venezuela,1482.6862172895192,44
2010-08-31,Ecuador,1468.5336663089984,45
2010-08-31,Costa Rica,1438.7114330686413,46
2010-08-31,Tunisia,1428.0121533090853,47
2010-08-31,Qatar,1416.4911420906612,48
2010-09-30,Argentina,2098.9773240354684,1
2010-09-30,France,2052.1787153604687,2
2010-09-30,Spain,2039.9950453141378,3
2010-09-30,England,2035.917690027837,4
2010-09-30,Brazil,1998.6513519976224,5
2010-09-30,Belgium,1955.1601567343268,6
2010-09-30,Portugal,1939.5155254381339,7
2010-09-30,Netherlands,1936.9769217636112,8
2010-09-30,Colombia,1920.3581862982762,9
2010-09-30,Italy,1903.3827819503942,10
2010-09-30,Uruguay,1896.6868265726068,11
2010-09-30,Croatia,1893.886474398948,12
2010-09-30,Germany,1881.3160645697287,13
2010-09-30,Switzerland,1871.4264862796372,14
2010-09-30,Morocco,1869.9059427011637,15
2010-09-30,Senegal,1840.8917913403388,16
2010-09-30,United States,1838.9419232558707,17
2010-09-30,Japan,1836.0325289534762,18
2010-09-30,Mexico,1815.3107771406223,19
2010-09-30,Iran,1809.435389698613,20
2010-09-30,Denmark,1804.360113367703,21
2010-09-30,South Korea,1799.9181474429038,22
2010-09-30,Australia,1773.2935727865001,23
2010-09-30,Canada,1747.2002597988696,24
2010-09-30,New Zealand,1727.6989055054883,25
2010-09-30,Ivory Coast,1726.8506344086838,26
2010-09-30,Poland,1722.2033271896344,27
2010-09-30,Saudi Arabia,1703.5960115696846,28
2010-09-30,Serbia,1698.3387639507507,29
2010-09-30,Iraq,1672.8262884047167,30
2010-09-30,Algeria,1655.1759029347231,31
2010-09-30,Jamaica,1633.5712824027598,32
2010-09-30,United Arab Emirates,1625.9003846887395,33
2010-09-30,Cameroon,1609.096882763926,34
2010-09-30,Ukraine,1589.909404976918,35
2010-09-30,Chile,1588.3264625493198,36
2010-09-30,Mali,1582.0342512884247,37
2010-09-30,Panama,1578.4252873536302,38
2010-09-30,Wales,1577.9459294266758,39
2010-09-30,Nigeria,1558.308539126775,40
2010-09-30,Peru,1540.3783145450682,41
2010-09-30,Egypt,1517.6827325103166,42
2010-09-30,Sweden,1493.3868147822977,43
2010-09-30,Venezuela,1485.382929664662,44
2010-09-30,Ecuador,1465.564276125996,45
2010-09-30,Costa Rica,1438.8297293048074,46
2010-09-30,Tunisia,1427.4804048323347,47
2010-09-30,Qatar,1417.1470199011708,48
2010-10-31,Argentina,2100.5275719603223,1
2010-10-31,France,2050.971173644853,2
2010-10-31,Spain,2039.7646820474772,3
2010-10-31,England,2037.6678413177829,4
2010-10-31,Brazil,1999.5690664837648,5
2010-10-31,Belgium,1957.4175842497157,6
2010-10-31,Netherlands,1939.576533596638,7
2010-10-31,Portugal,1935.9807616770686,8
2010-10-31,Colombia,1914.548858526314,9
2010-10-31,Italy,1904.9185876338393,10
2010-10-31,Uruguay,1895.9704343585558,11
2010-10-31,Croatia,1891.5868625720764,12
2010-10-31,Germany,1883.6114763860976,13
2010-10-31,Switzerland,1873.5432867077598,14
2010-10-31,Morocco,1866.1874646622646,15
2010-10-31,Senegal,1843.0259628689828,16
2010-10-31,United States,1840.3035606569804,17
2010-10-31,Japan,1834.6076548993024,18
2010-10-31,Mexico,1817.1678767867388,19
2010-10-31,Iran,1809.6281367272027,20
2010-10-31,Denmark,1804.2174825817801,21
2010-10-31,South Korea,1801.9008533824751,22
2010-10-31,Australia,1774.2498541118293,23
2010-10-31,Canada,1746.489453710712,24
2010-10-31,Ivory Coast,1728.7062222038915,25
2010-10-31,New Zealand,1726.0992757066585,26
2010-10-31,Poland,1724.0416560569947,27
2010-10-31,Saudi Arabia,1703.304273330743,28
2010-10-31,Serbia,1698.6851299961859,29
2010-10-31,Iraq,1668.2506942998823,30
2010-10-31,Algeria,1653.1629033581896,31
2010-10-31,Jamaica,1630.9852864841748,32
2010-10-31,United Arab Emirates,1629.7665689395305,33
2010-10-31,Cameroon,1610.6159107823662,34
2010-10-31,Chile,1588.9090030905027,35
2010-10-31,Ukraine,1585.8971523382595,36
2010-10-31,Mali,1584.321403561214,37
2010-10-31,Panama,1581.8453248823814,38
2010-10-31,Wales,1573.956375127406,39
2010-10-31,Nigeria,1559.1785384014331,40
2010-10-31,Peru,1541.546079540686,41
2010-10-31,Egypt,1514.942511842873,42
2010-10-31,Sweden,1492.789950892688,43
2010-10-31,Venezuela,1481.4326428767563,44
2010-10-31,Ecuador,1464.9171257486723,45
2010-10-31,Costa Rica,1438.194628711625,46
2010-10-31,Tunisia,1425.976032349843,47
2010-10-31,Qatar,1417.1364614410215,48
2010-11-30,Argentina,2102.285914717266,1
2010-11-30,France,2050.870593905647,2
2010-11-30,Spain,2041.757892142207,3
2010-11-30,England,2032.749543624247,4
2010-11-30,Brazil,1998.6857426102815,5
2010-11-30,Belgium,1959.3718272102997,6
2010-11-30,Netherlands,1941.353673432967,7
2010-11-30,Portugal,1934.9739505658492,8
2010-11-30,Colombia,1912.5947251130035,9
2010-11-30,Italy,1904.397486751589,10
2010-11-30,Uruguay,1897.5920907489196,11
2010-11-30,Croatia,1891.3546712451548,12
2010-11-30,Germany,1878.4023308244853,13
2010-11-30,Switzerland,1874.9339903188772,14
2010-11-30,Morocco,1864.9587755399718,15
2010-11-30,United States,1842.2449233686423,16
2010-11-30,Senegal,1841.6644362192176,17
2010-11-30,Japan,1836.7639901380937,18
2010-11-30,Mexico,1814.457026443586,19
2010-11-30,Iran,1810.1384172396554,20
2010-11-30,Denmark,1805.0229277996955,21
2010-11-30,South Korea,1802.9117441444018,22
2010-11-30,Australia,1777.7689778726242,23
2010-11-30,Canada,1741.9571768022943,24
2010-11-30,Ivory Coast,1730.5798179968685,25
2010-11-30,New Zealand,1728.5850788120626,26
2010-11-30,Poland,1725.2797903410997,27
2010-11-30,Saudi Arabia,1704.6577621778365,28
2010-11-30,Serbia,1698.9222527824033,29
2010-11-30,Iraq,1672.2743933758545,30
2010-11-30,Algeria,1652.3654316068205,31
2010-11-30,Jamaica,1630.3380418456616,32
2010-11-30,United Arab Emirates,1629.1288886628738,33
2010-11-30,Cameroon,1608.1324448148503,34
2010-11-30,Chile,1589.801373356056,35
2010-11-30,Ukraine,1585.2621566921687,36
2010-11-30,Mali,1583.5206634754124,37
2010-11-30,Panama,1582.6004677026617,38
2010-11-30,Wales,1575.1404667819347,39
2010-11-30,Nigeria,1561.7622433329389,40
2010-11-30,Peru,1538.1517390867436,41
2010-11-30,Egypt,1515.687635781725,42
2010-11-30,Sweden,1492.9654389388643,43
2010-11-30,Venezuela,1481.5494531154757,44
2010-11-30,Ecuador,1466.372661244294,45
2010-11-30,Costa Rica,1440.767846493192,46
2010-11-30,Tunisia,1425.3645931261065,47
2010-11-30,Qatar,1416.6639720871574,48
2010-12-31,Argentina,2103.2913931107328,1
2010-12-31,France,2054.1083626571785,2
2010-12-31,Spain,2043.8283007360499,3
2010-12-31,England,2032.627392997976,4
2010-12-31,Brazil,1998.3823605256832,5
2010-12-31,Belgium,1957.7748738575215,6
2010-12-31,Netherlands,1943.3195358863775,7
2010-12-31,Portugal,1932.7093955158716,8
2010-12-31,Colombia,1914.2073269506025,9
2010-12-31,Italy,1904.5733941060041,10
2010-12-31,Uruguay,1896.177113490886,11
2010-12-31,Croatia,1893.7993388470995,12
2010-12-31,Germany,1875.7918479440589,13
2010-12-31,Switzerland,1873.725403754311,14
2010-12-31,Morocco,1859.8707388168011,15
2010-12-31,United States,1843.4372906615495,16
2010-12-31,Senegal,1842.840432828258,17
2010-12-31,Japan,1837.5263065556996,18
2010-12-31,Mexico,1814.751119353237,19
2010-12-31,Denmark,1809.0381428192202,20
2010-12-31,Iran,1807.2163771075034,21
2010-12-31,South Korea,1801.644911562766,22
2010-12-31,Australia,1775.420562161032,23
2010-12-31,Canada,1741.0685186533412,24
2010-12-31,Ivory Coast,1729.9898695194345,25
2010-12-31,New Zealand,1728.9938026748061,26
2010-12-31,Poland,1726.1346364888502,27
2010-12-31,Saudi Arabia,1707.65669281673,28
2010-12-31,Serbia,1696.5667215980222,29
2010-12-31,Iraq,1672.4910799013066,30
2010-12-31,Algeria,1653.0572377949395,31
2010-12-31,United Arab Emirates,1628.9241336019622,32
2010-12-31,Jamaica,1627.124369754552,33
2010-12-31,Cameroon,1604.653139142248,34
2010-12-31,Chile,1590.9668924418206,35
2010-12-31,Mali,1583.9141882108886,36
2010-12-31,Panama,1583.7549973982912,37
2010-12-31,Ukraine,1582.0748695557463,38
2010-12-31,Wales,1573.3419289973092,39
2010-12-31,Nigeria,1561.7963478306417,40
2010-12-31,Peru,1538.9387864713478,41
2010-12-31,Egypt,1515.7528531347239,42
2010-12-31,Sweden,1496.5701267316933,43
2010-12-31,Venezuela,1484.550952285218,44
2010-12-31,Ecuador,1467.6496169942095,45
2010-12-31,Costa Rica,1441.582901942659,46
2010-12-31,Tunisia,1426.187036339954,47
2010-12-31,Qatar,1413.4516600779234,48
2011-01-31,Argentina,2104.0768185858997,1
2011-01-31,France,2055.762745981003,2
2011-01-31,Spain,2045.7361586686714,3
2011-01-31,England,2031.4090939559082,4
2011-01-31,Brazil,1997.5937098031472,5
2011-01-31,Belgium,1958.763867186511,6
2011-01-31,Netherlands,1940.642500404611,7
2011-01-31,Portugal,1935.5348031411334,8
2011-01-31,Colombia,1914.0047175385896,9
2011-01-31,Italy,1906.8199380532392,10
2011-01-31,Uruguay,1898.0228443083902,11
2011-01-31,Croatia,1894.4076221875594,12
2011-01-31,Germany,1874.8330114675707,13
2011-01-31,Switzerland,1873.107861175682,14
2011-01-31,Morocco,1859.4879809060071,15
2011-01-31,United States,1845.0233435561531,16
2011-01-31,Senegal,1843.9669244891252,17
2011-01-31,Japan,1841.4108846534598,18
2011-01-31,Mexico,1816.4853109121925,19
2011-01-31,Denmark,1810.057164576396,20
2011-01-31,Iran,1806.8820267088931,21
2011-01-31,South Korea,1803.1604992336754,22
2011-01-31,Australia,1776.605148193949,23
2011-01-31,Canada,1739.9033663566358,24
2011-01-31,Ivory Coast,1734.1357972259989,25
2011-01-31,New Zealand,1728.4629832272813,26
2011-01-31,Poland,1722.8813078935839,27
2011-01-31,Saudi Arabia,1709.033294381687,28
2011-01-31,Serbia,1692.1583413294475,29
2011-01-31,Iraq,1672.8285101051708,30
2011-01-31,Algeria,1652.6345035032384,31
2011-01-31,Jamaica,1627.1141992792118,32
2011-01-31,United Arab Emirates,1625.6357742565497,33
2011-01-31,Cameroon,1605.2003852750363,34
2011-01-31,Chile,1590.5686325678382,35
